xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n66021012006	REV 21:12!6	v	verb		with	有	having	ἔχουσα	 	ἔχω	ἔχουσα	2192	V-PAP-NSF		singular	feminine	nominative	present	active	participle		013001	13.2	A0:n66021010015 A1:n66021012007	n66021010015	
n66021012007	REV 21:12!7		noun	common	gates	门	gates	πυλῶνας	 	πυλών	πυλῶνας	4440	N-APM		plural	masculine	accusative					007003	7.48			
n66021012008	REV 21:12!8		num		twelve	十二	twelve	δώδεκα	,	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021012009	REV 21:12!9		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021012010	REV 21:12!10		prep		at	上	at	ἐπὶ	 	ἐπί	ἐπὶ	1909	PREP													
n66021012011	REV 21:12!11		det		the		the	τοῖς	 	ὁ	τοῖς	3588	T-DPM		plural	masculine	dative					092004	92.24			
n66021012012	REV 21:12!12		noun	common	gates	城门	gates	πυλῶσιν	 	πυλών	πυλῶσιν	4440	N-DPM		plural	masculine	dative					007003	7.48			
n66021012013	REV 21:12!13		noun	common	angels	天使	angels	ἀγγέλους	 	ἄγγελος	ἀγγέλους	32	N-APM		plural	masculine	accusative					012001	12.28			
n66021012014	REV 21:12!14		num		twelve	十二	twelve	δώδεκα	,	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021012015	REV 21:12!15		conj		and	又	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021012016	REV 21:12!16		noun	common	names	名字	names	ὀνόματα	 	ὄνομα	ὀνόματα	3686	N-APN		plural	neuter	accusative					033009	33.126			
n66021012017	REV 21:12!17	v	verb		written	写	having been inscribed	ἐπιγεγραμμένα	 	ἐπιγράφω	ἐπιγεγραμμένα	1924	V-RPP-APN		plural	neuter	accusative	perfect	passive	participle		033005	33.65	A1:n66021012016		
n66021012018	REV 21:12!18	s	pron	relative	which		which	ἅ	 	ὅς	ἅ	3739	R-NPN		plural	neuter	nominative									n66021012016
n66021012019	REV 21:12!19	vc	verb		are	是	are	ἐστιν	 	εἰμί	ἐστιν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.4			
n66021012020	REV 21:12!20		det		the		of the	τῶν	 	ὁ	τῶν	3588	T-GPF		plural	feminine	genitive					092004	92.24			
n66021012021	REV 21:12!21		num		twelve	十二	twelve	δώδεκα	 	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021012022	REV 21:12!22		noun	common	tribes	支派	tribes	φυλῶν	 	φυλή	φυλῶν	5443	N-GPF		plural	feminine	genitive					010001 011002	10.2 11.15			
n66021012023	REV 21:12!23		noun	common	sons	儿子	of [the] sons	υἱῶν	 	υἱός	υἱῶν	5207	N-GPM		plural	masculine	genitive					011003	11.58			
n66021012024	REV 21:12!24		noun	common	Israel	以色列	of Israel	Ἰσραήλ	·	Ἰσραήλ	Ἰσραήλ	2474	N-PRI		singular	masculine	genitive					093001	93.182b			
n66021013001	REV 21:13!1		prep		on		On	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP													
n66021013002	REV 21:13!2		noun	common	east	东边	[the] east	ἀνατολῆς	 	ἀνατολή	ἀνατολῆς	395	N-GSF		singular	feminine	genitive					082001	82.1			
n66021013003	REV 21:13!3		noun	common	gates	门	[were] gates	πυλῶνες	 	πυλών	πυλῶνες	4440	N-NPM		plural	masculine	nominative					007003	7.48			
n66021013004	REV 21:13!4		adj		three	三	three	τρεῖς	,	τρεῖς	τρεῖς	5140	A-NPM		plural	masculine	nominative					060002	60.12			
n66021013005	REV 21:13!5		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021013006	REV 21:13!6		prep		on		on	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP													
n66021013007	REV 21:13!7		noun	common	north	北边	[the] north	βορρᾶ	 	βορρᾶς	βορρᾶ	1005	N-GSM		singular	masculine	genitive					082001	82.3			
n66021013008	REV 21:13!8		noun	common	gates	门	gates	πυλῶνες	 	πυλών	πυλῶνες	4440	N-NPM		plural	masculine	nominative					007003	7.48			
n66021013009	REV 21:13!9		adj		three	三	three	τρεῖς	,	τρεῖς	τρεῖς	5140	A-NPM		plural	masculine	nominative					060002	60.12			
n66021013010	REV 21:13!10		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021013011	REV 21:13!11		prep		on		on	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP													
n66021013012	REV 21:13!12		noun	common	south	南边	[the] south	νότου	 	νότος	νότου	3558	N-GSM		singular	masculine	genitive					082001	82.4			
n66021013013	REV 21:13!13		noun	common	gates	门	gates	πυλῶνες	 	πυλών	πυλῶνες	4440	N-NPM		plural	masculine	nominative					007003	7.48			
n66021013014	REV 21:13!14		adj		three	三	three	τρεῖς	,	τρεῖς	τρεῖς	5140	A-NPM		plural	masculine	nominative					060002	60.12			
n66021013015	REV 21:13!15		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021013016	REV 21:13!16		prep		on		on	ἀπὸ	 	ἀπό	ἀπὸ	575	PREP													
n66021013017	REV 21:13!17		noun	common	west	西边	[the] west	δυσμῶν	 	δυσμή	δυσμῶν	1424	N-GPF		plural	feminine	genitive					082001	82.2			
n66021013018	REV 21:13!18		noun	common	gates	门	gates	πυλῶνες	 	πυλών	πυλῶνες	4440	N-NPM		plural	masculine	nominative					007003	7.48			
n66021013019	REV 21:13!19		adj		three	三	three	τρεῖς	·	τρεῖς	τρεῖς	5140	A-NPM		plural	masculine	nominative					060002	60.12			
n66021014001	REV 21:14!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021014002	REV 21:14!2		det		the		the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021014003	REV 21:14!3		noun	common	wall	墙	wall	τεῖχος	 	τεῖχος	τεῖχος	5038	N-NSN		singular	neuter	nominative					007006	7.61			
n66021014004	REV 21:14!4		det		the		of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n66021014005	REV 21:14!5		noun	common	city	城	city	πόλεως	 	πόλις	πόλεως	4172	N-GSF		singular	feminine	genitive					001014	1.89			
n66021014006	REV 21:14!6	v	verb		had	有	had	ἔχων	 	ἔχω	ἔχων	2192	V-PAP-NSM		singular	masculine	nominative	present	active	participle		057001	57.1	A0:n66021014003 A1:n66021014007		
n66021014007	REV 21:14!7		noun	common	foundations	根基	foundations	θεμελίους	 	θεμέλιος	θεμελίους	2310	N-APM		plural	masculine	accusative					007003	7.43			
n66021014008	REV 21:14!8		num		twelve	十二	twelve	δώδεκα	,	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021014009	REV 21:14!9		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021014010	REV 21:14!10		prep		on	上	in	ἐπ	’	ἐπί	ἐπ	1909	PREP													
n66021014011	REV 21:14!11		pron	personal	them	它们	them	αὐτῶν	 	αὐτός	αὐτῶν	846	P-GPM		plural	masculine	genitive									n66021014007
n66021014012	REV 21:14!12		num		twelve	十二	[the] twelve	δώδεκα	 	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021014013	REV 21:14!13		noun	common	names	名字	names	ὀνόματα	 	ὄνομα	ὀνόματα	3686	N-APN		plural	neuter	accusative					033009	33.126			
n66021014014	REV 21:14!14		det		the		of the	τῶν	 	ὁ	τῶν	3588	T-GPM		plural	masculine	genitive					092004	92.24			
n66021014015	REV 21:14!15		num		twelve	十二	twelve	δώδεκα	 	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021014016	REV 21:14!16		noun	common	apostles	使徒	apostles	ἀποστόλων	 	ἀπόστολος	ἀποστόλων	652	N-GPM		plural	masculine	genitive					053009	53.74			
n66021014017	REV 21:14!17		det		the	（的）	of the	τοῦ	 	ὁ	τοῦ	3588	T-GSN		singular	neuter	genitive					092004	92.24			
n66021014018	REV 21:14!18		noun	common	lamb	羔羊	Lamb	ἀρνίου	.	ἀρνίον	ἀρνίου	721	N-GSN		singular	neuter	genitive					004001	4.26			
n66021015001	REV 21:15!1		conj		and		And	Καὶ	 	καί	Καὶ	2532	CONJ													
n66021015002	REV 21:15!2		det		the	那	the [one]	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021015003	REV 21:15!3	v	verb		spoke	说话	speaking	λαλῶν	 	λαλέω	λαλῶν	2980	V-PAP-NSM		singular	masculine	nominative	present	active	participle		033006	33.70	A0:n66021009003	n66021009003	
n66021015004	REV 21:15!4		prep		with	对	with	μετ	’	μετά	μετ	3326	PREP													
n66021015005	REV 21:15!5		pron	personal	me	我	me	ἐμοῦ	 	ἐγώ	ἐμοῦ	1473	P-1GS		singular		genitive					092001	92.1			n66001009002
n66021015006	REV 21:15!6	v	verb		had	拿	had	εἶχεν	 	ἔχω	εἶχεν	2192	V-IAI-3S	third	singular			imperfect	active	indicative		018001	18.6	A0:n66021015003 A1:n66021015007		
n66021015007	REV 21:15!7		noun	common	measuring	量尺	a measuring	μέτρον	 	μέτρον	μέτρον	3358	N-ASN		singular	neuter	accusative					081001	81.1			
n66021015008	REV 21:15!8		noun	common	rod	芦苇	reed	κάλαμον	 	κάλαμος	κάλαμον	2563	N-ASM		singular	masculine	accusative					006022	6.213			
n66021015009	REV 21:15!9		adj		gold	金	golden	χρυσοῦν	,	χρυσοῦς	χρυσοῦν	5552	A-ASM		singular	neuter	accusative					002007	2.50			
n66021015010	REV 21:15!10		conj		to	要	so that	ἵνα	 	ἵνα	ἵνα	2443	CONJ													
n66021015011	REV 21:15!11	v	verb		measure	量	he could measure	μετρήσῃ	 	μετρέω	μετρήσῃ	3354	V-AAS-3S	third	singular			aorist	active	subjunctive		081001	81.2	A0:n66021015003 A1:n66021015013;n66021015016;n66021015020	n66021015003	
n66021015012	REV 21:15!12		det		the	那	the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n66021015013	REV 21:15!13		noun	common	city	城	city	πόλιν	 	πόλις	πόλιν	4172	N-ASF		singular	feminine	accusative					001014	1.89			
n66021015014	REV 21:15!14		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021015015	REV 21:15!15		det		the	那	the	τοὺς	 	ὁ	τοὺς	3588	T-APM		plural	masculine	accusative					092004	92.24			
n66021015016	REV 21:15!16		noun	common	gates	城门	gates	πυλῶνας	 	πυλών	πυλῶνας	4440	N-APM		plural	masculine	accusative					007003	7.48			
n66021015017	REV 21:15!17		pron	personal	its	她	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021015013
n66021015018	REV 21:15!18		conj		and	和	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021015019	REV 21:15!19		det		the		the	τὸ	 	ὁ	τὸ	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n66021015020	REV 21:15!20		noun	common	wall	城墙	wall	τεῖχος	 	τεῖχος	τεῖχος	5038	N-ASN		singular	neuter	accusative					007006	7.61			
n66021015021	REV 21:15!21		pron	personal	its	它的	of it	αὐτῆς	.	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021015013
n66021016001	REV 21:16!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021016002	REV 21:16!2		det		the	那	the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n66021016003	REV 21:16!3		noun	common	city	城	city	πόλις	 	πόλις	πόλις	4172	N-NSF		singular	feminine	nominative					001014	1.89			
n66021016004	REV 21:16!4	p	adj		square	四方的	foursquare	τετράγωνος	 	τετράγωνος	τετράγωνος	5068	A-NSF		singular	feminine	nominative					079018	79.91			
n66021016005	REV 21:16!5	vc	verb		laid out	是	lies	κεῖται	,	κεῖμαι	κεῖται	2749	V-PNI-3S	third	singular			present	middle	indicative		085001	85.3			
n66021016006	REV 21:16!6		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021016007	REV 21:16!7		det		the		the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021016008	REV 21:16!8		noun	common	length	长	length	μῆκος	 	μῆκος	μῆκος	3372	N-NSN		singular	neuter	nominative					081003	81.12			
n66021016009	REV 21:16!9		pron	personal	its	他的	of it [is]	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021016003
n66021016010	REV 21:16!10	p	pron	relative	as great as	一样	the same as	ὅσον	 	ὅσος	ὅσον	3745	K-NSN		singular	neuter	nominative					059002	59.19			
n66021016011	REV 21:16!11		det		its		the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021016012	REV 21:16!12		noun	common	width	宽	width	πλάτος	.	πλάτος	πλάτος	4114	N-NSN		singular	neuter	nominative					081004	81.15			
n66021016013	REV 21:16!13		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021016014	REV 21:16!14	v	verb		measured	量	he measured	ἐμέτρησεν	 	μετρέω	ἐμέτρησεν	3354	V-AAI-3S	third	singular			aorist	active	indicative		081001	81.2	A0:n66021015003 A1:n66021016016	n66021015003	
n66021016015	REV 21:16!15		det		the	那	the	τὴν	 	ὁ	τὴν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n66021016016	REV 21:16!16		noun	common	city	城	city	πόλιν	 	πόλις	πόλιν	4172	N-ASF		singular	feminine	accusative					001014	1.89			
n66021016017	REV 21:16!17		det		the	（用）	with the	τῷ	 	ὁ	τῷ	3588	T-DSM		singular	masculine	dative					092004	92.24			
n66021016018	REV 21:16!18		noun	common	rod	芦苇	reed	καλάμῳ	 	κάλαμος	καλάμῳ	2563	N-DSM		singular	masculine	dative					006022	6.213			
n66021016019	REV 21:16!19		prep		at		at	ἐπὶ	 	ἐπί	ἐπὶ	1909	PREP									078005	78.51			
n66021016020	REV 21:16!20		noun	common	stadia	斯他丢		σταδίους	 	στάδιος	σταδίους	4712	N-APM		plural	masculine	accusative					081006	81.27			
n66021016021	REV 21:16!21		num		twelve	十二	twelve	δώδεκα	 	δώδεκα	δώδεκα	1427	A-NUI									060002	60.21			
n66021016022	REV 21:16!22		noun	common	thousand	千	thousand	χιλιάδων	·	χιλιάς	χιλιάδων	5505	N-GPF		plural	feminine	genitive					060007	60.80			
n66021016023	REV 21:16!23		det		the		The	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021016024	REV 21:16!24		noun	common	length	长	length	μῆκος	 	μῆκος	μῆκος	3372	N-NSN		singular	neuter	nominative					081003	81.12			
n66021016025	REV 21:16!25		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021016026	REV 21:16!26		det		the		the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021016027	REV 21:16!27		noun	common	width	宽	breadth	πλάτος	 	πλάτος	πλάτος	4114	N-NSN		singular	neuter	nominative					081004	81.15			
n66021016028	REV 21:16!28		conj		and		and	καὶ	 	καί	καὶ	2532	CONJ													
n66021016029	REV 21:16!29		det		the		the	τὸ	 	ὁ	τὸ	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n66021016030	REV 21:16!30		noun	common	height	高	height	ὕψος	 	ὕψος	ὕψος	5311	N-NSN		singular	neuter	nominative					081002	81.3			
n66021016031	REV 21:16!31		pron	personal	its	她	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021016016
n66021016032	REV 21:16!32	p	adj		equal	一样	equal	ἴσα	 	ἴσος	ἴσα	2470	A-NPN		plural	neuter	nominative					058005	58.33			
n66021016033	REV 21:16!33	vc	verb		are	是	are	ἐστίν	.	εἰμί	ἐστίν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n66021017001	REV 21:17!1		conj		and	又	And	καὶ	 	καί	καὶ	2532	CONJ													
n66021017002	REV 21:17!2	v	verb		measured	量	he measured	ἐμέτρησεν	 	μετρέω	ἐμέτρησεν	3354	V-AAI-3S	third	singular			aorist	active	indicative		081001	81.2	A0:n66021015003 A1:n66021017004	n66021015003	
n66021017003	REV 21:17!3		det		the		the	τὸ	 	ὁ	τὸ	3588	T-ASN		singular	neuter	accusative					092004	92.24			
n66021017004	REV 21:17!4		noun	common	wall	城墙	wall	τεῖχος	 	τεῖχος	τεῖχος	5038	N-ASN		singular	neuter	accusative					007006	7.61			
n66021017005	REV 21:17!5		pron	personal	its	她	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021016016
n66021017006	REV 21:17!6		num		one hundred	一百	one hundred	ἑκατὸν	 	ἑκατόν	ἑκατὸν	1540	A-NUI									060002	60.33			
n66021017007	REV 21:17!7		num		(and) forty	四十	forty	τεσσεράκοντα	 	τεσσεράκοντα	τεσσεράκοντα	5062	A-NUI									060002	60.27			
n66021017008	REV 21:17!8		adj		four	四	four	τεσσάρων	 	τέσσαρες	τεσσάρων	5064	A-GPM		plural	masculine	genitive					060002	60.13			
n66021017009	REV 21:17!9		noun	common	cubits	肘	cubits	πηχῶν	,	πῆχυς	πηχῶν	4083	N-GPM		plural	masculine	genitive					081006	81.25			
n66021017010	REV 21:17!10		noun	common	measurement	尺寸	[the] measure	μέτρον	 	μέτρον	μέτρον	3358	N-ASN		singular	neuter	accusative					081001	81.1			
n66021017011	REV 21:17!11		noun	common	human	人	of man	ἀνθρώπου	,	ἄνθρωπος	ἀνθρώπου	444	N-GSM		singular	masculine	genitive					009001	9.1			
n66021017012	REV 21:17!12	s	pron	relative	which	这	that	ὅ	 	ὅς	ὅ	3739	R-NSN		singular	neuter	nominative									n66021017010
n66021017013	REV 21:17!13	vc	verb		is	是	is	ἐστιν	 	εἰμί	ἐστιν	2076	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n66021017014	REV 21:17!14	p	noun	common	angel	天使	of the angel	ἀγγέλου	.	ἄγγελος	ἀγγέλου	32	N-GSM		singular	masculine	genitive					012001	12.28			
n66021018001	REV 21:18!1		conj		and		And	καὶ	 	καί	καὶ	2532	CONJ													
n66021018002	REV 21:18!2		det		the		the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n66021018003	REV 21:18!3		noun	common	material	筑成	structure	ἐνδώμησις	 	ἐνδώμησις	ἐνδώμησις	1739	N-NSF		singular	feminine	nominative					007003 007008	7.41 7.77			
n66021018004	REV 21:18!4		det		the		of the	τοῦ	 	ὁ	τοῦ	3588	T-GSN		singular	neuter	genitive					092004	92.24			
n66021018005	REV 21:18!5		noun	common	wall	城墙	wall	τείχους	 	τεῖχος	τείχους	5038	N-GSN		singular	neuter	genitive					007006	7.61			
n66021018006	REV 21:18!6		pron	personal	its	她	of it	αὐτῆς	 	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive									n66021016016
n66021018007	REV 21:18!7	p	noun	common	jasper	碧玉	[was] jasper	ἴασπις	,	ἴασπις	ἴασπις	2393	N-NSF		singular	feminine	nominative					002006	2.30			
n66021018008	REV 21:18!8		conj		and	而	and	καὶ	 	καί	καὶ	2532	CONJ													
n66021018009	REV 21:18!9		det		the		the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n66021018010	REV 21:18!10		noun	common	city	城	city	πόλις	 	πόλις	πόλις	4172	N-NSF		singular	feminine	nominative					001014	1.89			
n66021018011	REV 21:18!11		noun	common	gold	金	gold	χρυσίον	 	χρυσίον	χρυσίον	5553	N-NSN		singular	neuter	nominative					002007	2.49			
n66021018012	REV 21:18!12		adj		pure	净	pure	καθαρὸν	 	καθαρός	καθαρὸν	2513	A-NSN		singular	neuter	nominative					079010	79.48			
n66021018013	REV 21:18!13	p	adj		as	像	like	ὅμοιον	 	ὅμοιος	ὅμοιον	3664	A-NSN		singular	neuter	nominative					064	64.1			
n66021018014	REV 21:18!14		noun	common	glass	玻璃	glass	ὑάλῳ	 	ὕαλος	ὑάλῳ	5194	N-DSM		singular	masculine	dative					006023	6.222			
n66021018015	REV 21:18!15		adj		clear	明净	clear	καθαρῷ	·	καθαρός	καθαρῷ	2513	A-DSM		singular	masculine	dative					079010	79.48			
n66021019001	REV 21:19!1		det		the		the	οἱ	 	ὁ	οἱ	3588	T-NPM		plural	masculine	nominative					092004	92.24			
n66021019002	REV 21:19!2		noun	common	foundations	根基	foundations	θεμέλιοι	 	θεμέλιος	θεμέλιοι	2310	N-NPM		plural	masculine	nominative					007003	7.43			
n66021019003	REV 21:19!3		det		the		of the	τοῦ	 	ὁ	τοῦ	3588	T-GSN		singular	neuter	genitive					092004	92.24			
n66021019004	REV 21:19!4		noun	common	wall	墙	wall	τείχους	 	τεῖχος	τείχους	5038	N-GSN		singular	neuter	genitive					007006	7.61			
n66021019005	REV 21:19!5		det		the		of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n66021019006	REV 21:19!6		noun	common	city	城	city	πόλεως	 	πόλις	πόλεως	4172	N-GSF		singular	feminine	genitive					001014	1.89			
n66021019007	REV 21:19!7		adj		every kind of	各样	with every	παντὶ	 	πᾶς	παντὶ	3956	A-DSM		singular	masculine	dative					058004	58.28			
n66021019008	REV 21:19!8		noun	common	stone	石	stone	λίθῳ	 	λίθος	λίθῳ	3037	N-DSM		singular	masculine	dative					002006	2.29			
n66021019009	REV 21:19!9		adj		precious	宝	precious	τιμίῳ	 	τίμιος	τιμίῳ	5093	A-DSM		singular	masculine	dative					065001	65.2			
n66021019010	REV 21:19!10	v	verb		adorned	装饰	having been adorned	κεκοσμημένοι	·	κοσμέω	κεκοσμημένοι	2885	V-RPP-NPM		plural	masculine	nominative	perfect	passive	participle		079004	79.12	A1:n66021019002		
n66021019011	REV 21:19!11		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021019012	REV 21:19!12		noun	common	foundation	根基	foundation	θεμέλιος	 	θεμέλιος	θεμέλιος	2310	N-NSM		singular	masculine	nominative					007003	7.43			
n66021019013	REV 21:19!13		det				-	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021019014	REV 21:19!14		adj		first	第一	first	πρῶτος	 	πρῶτος	πρῶτος	4413	A-NSM-S		singular	masculine	nominative				superlative	060003	60.46			
n66021019015	REV 21:19!15	p	noun	common	jasper	碧玉	jasper	ἴασπις	,	ἴασπις	ἴασπις	2393	N-NSF		singular	feminine	nominative					002006	2.30			
n66021019016	REV 21:19!16		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021019017	REV 21:19!17		adj		second	第二	second	δεύτερος	 	δεύτερος	δεύτερος	1208	A-NSM		singular	masculine	nominative					060003	60.49			
n66021019018	REV 21:19!18	p	noun	common	sapphire	蓝宝石	sapphire	σάπφιρος	,	σάπφιρος	σάπφιρος	4552	N-NSF		singular	feminine	nominative					002006	2.31			
n66021019019	REV 21:19!19		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021019020	REV 21:19!20		adj		third	第三	third	τρίτος	 	τρίτος	τρίτος	5154	A-NSM		singular	masculine	nominative					060003	60.50			
n66021019021	REV 21:19!21	p	noun	common	chalcedony	绿玛瑙	chalcedony	χαλκηδών	,	χαλκηδών	χαλκηδών	5472	N-NSM		singular	masculine	nominative					002006	2.32			
n66021019022	REV 21:19!22		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021019023	REV 21:19!23		adj		fourth	第四	fourth	τέταρτος	 	τέταρτος	τέταρτος	5067	A-NSM		singular	masculine	nominative					060003	60.51			
n66021019024	REV 21:19!24	p	noun	common	emerald	绿宝石	emerald	σμάραγδος	,	σμάραγδος	σμάραγδος	4665	N-NSM		singular	masculine	nominative					002006	2.33			
n66021020001	REV 21:20!1		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020002	REV 21:20!2		adj		fifth	第五	fifth	πέμπτος	 	πέμπτος	πέμπτος	3991	A-NSM		singular	masculine	nominative					060003	60.52			
n66021020003	REV 21:20!3	p	noun	common	sardonyx	红玛瑙	sardonyx	σαρδόνυξ	,	σαρδόνυξ	σαρδόνυξ	4557	N-NSM		singular	masculine	nominative					002006	2.35			
n66021020004	REV 21:20!4		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020005	REV 21:20!5		adj		sixth	第六	sixth	ἕκτος	 	ἕκτος	ἕκτος	1623	A-NSM		singular	masculine	nominative					060003	60.53			
n66021020006	REV 21:20!6	p	noun	common	carnelian	红宝石	sardius	σάρδιον	,	σάρδιον	σάρδιον	4556	N-NSN		singular	neuter	nominative					002006	2.36			
n66021020007	REV 21:20!7		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020008	REV 21:20!8		adj		seventh	第七	seventh	ἕβδομος	 	ἕβδομος	ἕβδομος	1442	A-NSM		singular	masculine	nominative					060003	60.54			
n66021020009	REV 21:20!9	p	noun	common	chrysolite	黄璧玺	chrysolite	χρυσόλιθος	,	χρυσόλιθος	χρυσόλιθος	5555	N-NSM		singular	masculine	nominative					002006	2.37			
n66021020010	REV 21:20!10		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020011	REV 21:20!11		adj		eighth	第八	eighth	ὄγδοος	 	ὄγδοος	ὄγδοος	3590	A-NSM		singular	masculine	nominative					060003	60.55			
n66021020012	REV 21:20!12	p	noun	common	beryl	水苍玉	beryl	βήρυλλος	,	βήρυλλος	βήρυλλος	969	N-NSM		singular	masculine	nominative					002006	2.38			
n66021020013	REV 21:20!13		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020014	REV 21:20!14		adj		ninth	第九	ninth	ἔνατος	 	ἔνατος	ἔνατος	1766	A-NSM		singular	masculine	nominative					060003	60.56			
n66021020015	REV 21:20!15	p	noun	common	topaz	红璧玺	topaz	τοπάζιον	,	τοπάζιον	τοπάζιον	5116	N-NSN		singular	neuter	nominative					002006	2.39			
n66021020016	REV 21:20!16		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020017	REV 21:20!17		adj		tenth	第十	tenth	δέκατος	 	δέκατος	δέκατος	1182	A-NSM		singular	masculine	nominative					060003	60.57			
n66021020018	REV 21:20!18	p	noun	common	chrysoprase	翡翠	chrysoprase	χρυσόπρασος	,	χρυσόπρασος	χρυσόπρασος	5556	N-NSM		singular	masculine	nominative					002006	2.40			
n66021020019	REV 21:20!19		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020020	REV 21:20!20		adj		eleventh	第十一	eleventh	ἑνδέκατος	 	ἑνδέκατος	ἑνδέκατος	1734	A-NSM		singular	masculine	nominative					060003	60.58			
n66021020021	REV 21:20!21	p	noun	common	jacinth	紫玛瑙	jacinth	ὑάκινθος	,	ὑάκινθος	ὑάκινθος	5192	N-NSM		singular	masculine	nominative					002006	2.41			
n66021020022	REV 21:20!22		det		the		the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n66021020023	REV 21:20!23		adj		twelfth	第十二	twelfth	δωδέκατος	 	δωδέκατος	δωδέκατος	1428	A-NSM		singular	masculine	nominative					060003	60.59			
