pdf_page,printed_page,line_order,text,bbox,bbox_normalized
544,532,29,"Dreams, 12:4,43; 37:102.","[47.0, 1655.046, 1060.496, 1707.006]","[0.027647, 0.604252, 0.623821, 0.623222]"
544,532,30,"Drunkenness, (see Alcohol), 4:43; 15:72; 22:2; 50:19.","[47.0, 1707.006, 1060.496, 1758.966]","[0.027647, 0.623222, 0.623821, 0.642193]"
544,532,31,"Duties, (see Salat. Zakat, Fasting, Pilgrimage).","[47.0, 1758.966, 1060.496, 1810.925]","[0.027647, 0.642193, 0.623821, 0.661163]"
544,532,32,"Earth, see Creation.","[47.0, 1810.925, 1060.496, 1862.885]","[0.027647, 0.661163, 0.623821, 0.680133]"
544,532,33,"Earthquake, 7:78, 91, 155; 22:1; 29:37; 73:14; 79:6; 99:1.","[47.0, 1854.812, 1545.516, 1909.502]","[0.027647, 0.677186, 0.909127, 0.697153]"
544,532,34,"East, 2:115, 142, 177, 258; 7:137; 19:16; 24:35; 26:28,60; 37:5;43:38; 55:17; 70:40;","[47.0, 1909.502, 1545.516, 1964.191]","[0.027647, 0.697153, 0.909127, 0.71712]"
544,532,35,73:9.,"[47.0, 1964.191, 1545.516, 2018.88]","[0.027647, 0.71712, 0.909127, 0.737087]"
544,532,36,"Eat, see Gluttony, Prohibitions.","[47.0, 2018.88, 1545.516, 2073.57]","[0.027647, 0.737087, 0.909127, 0.757054]"
544,532,37,"Ecstacy, 5:65; 9:21; 10:9; 22:56; 26:85; 31:8; 32:17; 37:43; 52:17; 56:12, 89; 68:34;","[47.0, 2073.57, 1545.516, 2128.259]","[0.027647, 0.757054, 0.909127, 0.77702]"
544,532,38,70:38; 76:20; 82:13; 83:22.,"[14.0, 2125.268, 1544.53, 2171.176]","[0.008235, 0.775928, 0.908547, 0.792689]"
544,532,39,"Egg, 37:49; 79:30.","[14.0, 2171.176, 1544.53, 2217.083]","[0.008235, 0.792689, 0.908547, 0.80945]"
544,532,40,"Ego, 2:54; 4:135; 7:176; 18:28; 20:16; 25:43; 28:50; 30:29; 38:26; 45:23; 47:14, 16;","[14.0, 2217.083, 1544.53, 2262.991]","[0.008235, 0.80945, 0.908547, 0.826211]"
544,532,41,/,"[14.0, 2262.991, 1544.53, 2308.899]","[0.008235, 0.826211, 0.908547, 0.842971]"
544,532,42,79:40.,"[14.0, 2308.899, 1544.53, 2354.807]","[0.008235, 0.842971, 0.908547, 0.859732]"
544,532,43,"Egypt, 2:61; 10:87; 12:21, 99; 43:51.","[14.0, 2354.807, 1544.53, 2400.714]","[0.008235, 0.859732, 0.908547, 0.876493]"
544,532,44,"Eight, universes (or heavens) in the hereafter, 69:17.","[14.0, 2400.714, 1544.53, 2446.622]","[0.008235, 0.876493, 0.908547, 0.893254]"
544,532,45,6:143; 18:22; 28:27; 39:6; 69:7.,"[50.0, 2437.812, 738.515, 2494.656]","[0.029412, 0.890037, 0.43442, 0.910791]"
544,532,46,"Eighth, 4:12.","[50.0, 2494.656, 738.515, 2551.5]","[0.029412, 0.910791, 0.43442, 0.931545]"
545,533,1,"Eighty, 24:4.","[148.0, 171.444, 395.5, 224.885]","[0.087059, 0.062938, 0.232647, 0.082557]"
545,533,2,"Elephant, 105:1.","[149.0, 216.812, 464.505, 272.503]","[0.087647, 0.079593, 0.273238, 0.100038]"
545,533,3,"Eleven, 12:4.","[149.0, 272.503, 464.505, 328.194]","[0.087647, 0.100038, 0.273238, 0.120482]"
545,533,4,"Elias, 6:86.","[149.0, 328.194, 464.505, 383.885]","[0.087647, 0.120482, 0.273238, 0.140927]"
545,533,5,"Elisha, 6:87.","[149.0, 383.444, 716.501, 436.533]","[0.087647, 0.140765, 0.421471, 0.160255]"
545,533,6,"Emancipation, see Abolition.","[149.0, 436.533, 716.501, 489.622]","[0.087647, 0.160255, 0.421471, 0.179744]"
545,533,7,100,"[111.0, 496.644, 1649.511, 551.229]","[0.065294, 0.182322, 0.970301, 0.20236]"
545,533,8,"22:58; 24:22; 33:6, 50; 59:8, 9.","[111.0, 551.229, 1649.511, 605.813]","[0.065294, 0.20236, 0.970301, 0.222398]"
545,533,9,"Enemy, 2:36, 97, 98, 168,208; 3:103; 4:45, 92, 101; 5:14, 64, 82, 91; 6:112, 142;","[111.0, 605.813, 1649.511, 660.397]","[0.065294, 0.222398, 0.970301, 0.242437]"
545,533,10,"/ 7:22, 24, 129, 150; 8:60; 9:83, 114, 120; 12:5; 17:53; 18:50; 20:39, 80, 117,","[111.0, 660.397, 1649.511, 714.982]","[0.065294, 0.242437, 0.970301, 0.262475]"
545,533,11,"123; 25:31; 26:77; 28:8, 15, 19; 35:6; 36:60; 41:19, 28, 34; 43:62, 67; 46:6;","[151.0, 690.812, 1652.509, 746.015]","[0.088824, 0.253602, 0.972064, 0.273867]"
545,533,12,"60:1, 2, 4; 61:14; 63:4; 64:14.","[151.0, 746.015, 1652.509, 801.217]","[0.088824, 0.273867, 0.972064, 0.294133]"
545,533,13,"Engagement, 2:235, 236, 237; 33:49.","[151.0, 801.217, 1652.509, 856.42]","[0.088824, 0.294133, 0.972064, 0.314398]"
545,533,14,"Enlighten, 2:66, 231, 232, 275;<3:138; 4:34, 58,63; 5:46; 7:145, 164; 10:57; 11:46,","[151.0, 856.42, 1652.509, 911.622]","[0.088824, 0.314398, 0.972064, 0.334663]"
545,533,15,"120; 16:90, 125; 24:17, 34; 26:136; 31:13; 34:26.","[152.0, 904.826, 1637.497, 960.325]","[0.089412, 0.332168, 0.963234, 0.352542]"
545,533,16,"Estate, 2:180-182, 233, 240; 4:11, 12, 19, 176; 5:106; 89:19.","[152.0, 960.325, 1637.497, 1015.823]","[0.089412, 0.352542, 0.963234, 0.372916]"
545,533,17,"Eternity, of heaven and hell, 2:25, 39, 81,82, 162, 167, 217, 257; 3:15, 88, 107","[152.0, 1015.823, 1637.497, 1071.321]","[0.089412, 0.372916, 0.963234, 0.39329]"
545,533,18,"116, 136, 198; 4:13, 14,57,93, 122, 169; 5:37, 80, 85, 119; 6:128; 7:20, 36","[154.0, 1062.826, 1639.514, 1117.565]","[0.090588, 0.390171, 0.96442, 0.410266]"
545,533,19,"42; 9:17, 22, 63, 68, 72, 89, 100; 10:26, 27, 52; 11:23, 107, 108; 13:5; 14:23","[154.0, 1117.565, 1639.514, 1172.304]","[0.090588, 0.410266, 0.96442, 0.430361]"
545,533,20,"15:48; 16:29; 18:108; 20:76, 101; 21:99, 102; 23:11, 103; 25:15, 16,69,76","[154.0, 1172.304, 1639.514, 1227.043]","[0.090588, 0.430361, 0.96442, 0.450456]"
545,533,21,"29:58; 31:9; 32:14; 33:65; 39:72, 73; 40:76; 41:28; 43:71, 74; 46:14; 47:15","[154.0, 1227.043, 1639.514, 1281.781]","[0.090588, 0.450456, 0.96442, 0.470551]"
545,533,22,"48:5; 50:34; 57:12; 58:17, 22; 59:17; 64:9, 10; 65:11; 72:23; 98:6, 8.","[154.0, 1281.781, 1639.514, 1336.52]","[0.090588, 0.470551, 0.96442, 0.490646]"
545,533,23,"Eve, see Adam.","[154.0, 1336.52, 1639.514, 1391.259]","[0.090588, 0.490646, 0.96442, 0.510741]"
545,533,24,"Evict, 2:36, 38,84,85, 191; 7:13, 18,27,82,88,217.246; 3:195; 9:13; 14:13; 15:34;","[155.0, 1386.125, 1650.534, 1442.622]","[0.091176, 0.508856, 0.970902, 0.529597]"
545,533,25,"20:117, 123; 22:40; 26:167; 27:37, 56; 38:77; 59:8; 60:9; 65:1.","[154.0, 1433.826, 1651.518, 1489.758]","[0.090588, 0.526368, 0.971481, 0.546901]"
545,533,26,"Evolution, of the humans, 6:2; 7:12; 15:26, 28, 33; 17:61; 23:12; 32:7; 37:11;","[154.0, 1489.758, 1651.518, 1545.69]","[0.090588, 0.546901, 0.971481, 0.567434]"
545,533,27,"38:71, 76; 55:14.","[154.0, 1545.69, 1651.518, 1601.622]","[0.090588, 0.567434, 0.971481, 0.587967]"
545,533,28,"of the universe, 21:30; 41:11.","[154.0, 1600.268, 990.515, 1655.128]","[0.090588, 0.58747, 0.582656, 0.607609]"
545,533,29,"Examine, 17:36 (see also Investigate, Test).","[154.0, 1655.128, 990.515, 1709.988]","[0.090588, 0.607609, 0.582656, 0.627749]"
545,533,30,"Excess, 2:219; 6:141; 7:31; 17:33; 25:67; 39:53.","[155.0, 1699.812, 1045.509, 1757.9]","[0.091176, 0.624013, 0.615005, 0.645338]"
545,533,31,"Exhort, 90:17; 103:3.","[155.0, 1757.9, 1045.509, 1815.988]","[0.091176, 0.645338, 0.615005, 0.666662]"
545,533,32,"Exile, 2:191,243; 4:100; 5:26; 7:110, 123; 8:5, 30; 9:40; 17:76; 20:63; 26:35; 28:20,","[156.0, 1808.01, 1652.5, 1862.633]","[0.091765, 0.663734, 0.972059, 0.683786]"
545,533,33,"21; 47:13; 59:2; 60:1, 8, 9; 63:8.","[156.0, 1862.633, 1652.5, 1917.255]","[0.091765, 0.683786, 0.972059, 0.703838]"
545,533,34,"Exorcise, 72:6.","[156.0, 1917.255, 1652.5, 1971.878]","[0.091765, 0.703838, 0.972059, 0.723891]"
545,533,35,"Ezra, 9:30.","[156.0, 1971.878, 1652.5, 2026.501]","[0.091765, 0.723891, 0.972059, 0.743943]"
545,533,36,"Factions, 3:105; 6:65, 81, 159; 11:24; 19:69, 73; 27:45; 30:14, 32; 42:13, 14.","[157.0, 2016.812, 1590.507, 2075.036]","[0.092353, 0.740386, 0.935592, 0.761761]"
545,533,37,"Fallen angel, see Satan.","[157.0, 2075.036, 1590.507, 2133.259]","[0.092353, 0.761761, 0.935592, 0.783135]"
545,533,38,"Falsehood, 2:43; 3:71; 8:8; 13:17; 16:72; 17:81; 18:56; 21:18; 22:62; 29:52, 67;","[158.0, 2119.889, 1654.509, 2187.239]","[0.092941, 0.778227, 0.97324, 0.802951]"
545,533,39,"31:30; 34:49; 40:5, 78; 41:42; 42:24; 45:27; 47:3.","[159.0, 2181.125, 1656.509, 2234.386]","[0.093529, 0.800707, 0.974417, 0.820259]"
545,533,40,"Fasting, 2:183-187, 196; 4:92; 5:89, 95; 19:26; 33:35; 58:4.","[159.0, 2234.386, 1656.509, 2287.648]","[0.093529, 0.820259, 0.974417, 0.839812]"
545,533,41,"Father, 2:133, 170, 200; 4:11, 22; 5:104; 6:74,87,91, 148; 7:27, 28,70. 173; 9:23,","[159.0, 2287.648, 1656.509, 2340.909]","[0.093529, 0.839812, 0.974417, 0.859365]"
545,533,42,"24, 114; 10:78; 11:62,87, 109; 12:4, 6, 8,9, 11, 16, 17,38,59,61,63,65,78,","[159.0, 2340.909, 1656.509, 2394.17]","[0.093529, 0.859365, 0.974417, 0.878917]"
545,533,43,"80, 81. 93, 94, 97, 99, 100; 13:23; 14:10; 16:35; 18:80, 82; 19:28, 42^5;","[159.0, 2394.17, 1656.509, 2447.432]","[0.093529, 0.878917, 0.974417, 0.89847]"
545,533,44,"21:52-54; 22:78; 23:83; 24:31,61; 25:18; 26:70,86; 28:23,25,26; 31:21; 33:5.","[159.0, 2447.432, 1656.509, 2500.693]","[0.093529, 0.89847, 0.974417, 0.918022]"
546,534,1,"40, 55; 34:43; 37:17, 69, 85, 102; 43:22-26, 29; 44:36; 56:48; 58:22; 60:4;","[43.0, 143.889, 1544.503, 198.201]","[0.025294, 0.052438, 0.908531, 0.072231]"
546,534,2,80:35.,"[43.0, 198.201, 1544.503, 252.513]","[0.025294, 0.072231, 0.908531, 0.092024]"
546,534,3,"Favoritism, 4:135; 5:8, 42; 58:22.","[43.0, 252.513, 1544.503, 306.825]","[0.025294, 0.092024, 0.908531, 0.111817]"
546,534,4,"Fear, 2:150; 3:173; 4:77, 5:3, 44; 9:13, 18; 33:37, 39.","[43.0, 306.825, 1544.503, 361.137]","[0.025294, 0.111817, 0.908531, 0.13161]"
546,534,5,"Feast, 5:113, 114; 12:31.","[43.0, 361.137, 1544.503, 415.449]","[0.025294, 0.13161, 0.908531, 0.151403]"
546,534,6,"Festival, 20:59.","[43.0, 415.449, 1544.503, 469.761]","[0.025294, 0.151403, 0.908531, 0.171196]"
546,534,7,"Fetus, see Abortion.","[43.0, 469.761, 1544.503, 524.073]","[0.025294, 0.171196, 0.908531, 0.190989]"
546,534,8,"Fig, 95:1.","[43.0, 524.073, 1544.503, 578.385]","[0.025294, 0.190989, 0.908531, 0.210782]"
546,534,9,"Fighting, see War.","[43.0, 578.385, 1544.503, 632.697]","[0.025294, 0.210782, 0.908531, 0.230575]"
546,534,10,"Fingerprint, 75:4.","[43.0, 632.697, 1544.503, 687.009]","[0.025294, 0.230575, 0.908531, 0.250368]"
546,534,11,"Fire, see Hell.","[43.0, 687.009, 1544.503, 741.321]","[0.025294, 0.250368, 0.908531, 0.270161]"
546,534,12,"Fish, 5:96; 7:163; 68:48.","[44.0, 738.444, 746.513, 792.716]","[0.025882, 0.269112, 0.439125, 0.288891]"
546,534,13,"Flood, 7:133; 11:40-44; 23:27; 29:14.","[44.0, 792.716, 746.513, 846.988]","[0.025882, 0.288891, 0.439125, 0.308669]"
546,534,14,"Food, see Prohibitions.","[44.0, 841.01, 529.512, 897.166]","[0.025882, 0.306491, 0.311478, 0.326955]"
546,534,15,"Forbid, see Prohibitions.","[44.0, 897.166, 529.512, 953.321]","[0.025882, 0.326955, 0.311478, 0.34742]"
546,534,16,"Forgiveness, 2:221; 3:135; 4:48, 64, 116, 137, 168; 8:38; 9:80, 114; 19:47; 39:53;","[22.0, 944.864, 1543.501, 1008.908]","[0.012941, 0.344338, 0.907942, 0.367678]"
546,534,17,/ 42:37; 45:14; 47:34; 60:4; 63:6.,"[22.0, 1008.908, 1543.501, 1072.952]","[0.012941, 0.367678, 0.907942, 0.391018]"
546,534,18,"Fornication, see Adultery.","[22.0, 1055.125, 1541.508, 1113.211]","[0.012941, 0.384521, 0.90677, 0.405689]"
546,534,19,"Fractions, 2:237; 4:11, 12, 25, 176; 8:41; 73:3, 20.","[22.0, 1113.211, 1541.508, 1171.298]","[0.012941, 0.405689, 0.90677, 0.426858]"
546,534,20,"Freedom of Choice, 18:29; 33:72; 41:40; 73:19; 74:37, 55; 76:3, 29; 78:39; 80:12;","[22.0, 1171.298, 1541.508, 1229.385]","[0.012941, 0.426858, 0.90677, 0.448027]"
546,534,21,/ 81:28.,"[22.0, 1229.385, 1541.508, 1287.472]","[0.012941, 0.448027, 0.90677, 0.469195]"
546,534,22,"Friday, 62:9.","[43.0, 1272.655, 1543.511, 1325.528]","[0.025294, 0.463795, 0.907948, 0.483064]"
546,534,23,"Funeral, 9:84.","[43.0, 1325.528, 1543.511, 1378.401]","[0.025294, 0.483064, 0.907948, 0.502333]"
546,534,24,"Gabriel, 2:87, 97, 98, 253; 5:110; 16:102; 19:17; 26:193; 66:4; 70:4; 78:38; 97:4.","[43.0, 1378.401, 1543.511, 1431.274]","[0.025294, 0.502333, 0.907948, 0.521601]"
546,534,25,"Gambling, 2:219; 5:3, 90, 91.","[43.0, 1431.274, 1543.511, 1484.147]","[0.025294, 0.521601, 0.907948, 0.54087]"
546,534,26,"Garden, see also Heaven, 2:265, 266; 6:99, 141; 13:4; 17:91; 18:32,33,35,39,40;","[43.0, 1484.147, 1543.511, 1537.02]","[0.025294, 0.54087, 0.907948, 0.560139]"
546,534,27,"23:19; 25:8, 10; 26:57, 134. 147; 34:15, 16; 36:34; 44:25; 50:9; 68:17; 71:12;","[43.0, 1537.02, 1543.511, 1589.893]","[0.025294, 0.560139, 0.907948, 0.579407]"
546,534,28,78:16.,"[43.0, 1589.893, 1543.511, 1642.767]","[0.025294, 0.579407, 0.907948, 0.598676]"
546,534,29,"Garland, 5:2, 97.","[43.0, 1642.767, 1543.511, 1695.64]","[0.025294, 0.598676, 0.907948, 0.617944]"
546,534,30,"Garlic, 2:61.","[43.0, 1695.64, 1543.511, 1748.513]","[0.025294, 0.617944, 0.907948, 0.637213]"
546,534,31,"Garment, see Clothes.","[43.0, 1748.513, 1543.511, 1801.386]","[0.025294, 0.637213, 0.907948, 0.656482]"
546,534,32,"Gas, 4:43; 5:6; 41:11; 44:10.","[43.0, 1801.386, 1543.511, 1854.259]","[0.025294, 0.656482, 0.907948, 0.67575]"
546,534,33,"Gentile, 3:20, 75; 7:157, 158; 62:2.","[44.0, 1845.818, 923.503, 1904.564]","[0.025882, 0.672674, 0.543237, 0.694083]"
546,534,34,"Germination, 2:261; 15:19; 22:5; 71:17; 80:27.","[44.0, 1904.564, 923.503, 1963.31]","[0.025882, 0.694083, 0.543237, 0.715492]"
546,534,35,"Girl, see Daughter.","[44.0, 1955.924, 1544.516, 2009.409]","[0.025882, 0.7128, 0.908539, 0.732292]"
546,534,36,"Glorify, 2:30; 3:41; 7:206; 13:13; 15:98; 17:44; 19:11; 20:33, 130; 21:20, 79; 24:36,","[44.0, 2009.409, 1544.516, 2062.894]","[0.025882, 0.732292, 0.908539, 0.751784]"
546,534,37,"41; 25:58; 32:15; 33:42; 38:18; 39:75; 40:7, 55; 41:38; 42:5; 48:9; 50:39, 40;","[44.0, 2062.894, 1544.516, 2116.379]","[0.025882, 0.751784, 0.908539, 0.771275]"
546,534,38,"52:48,49; 56:74,96; 57:1; 59:1,24; 61:1; 62:1; 64:1; 68:28; 69:52; 76:26; 87:1;","[44.0, 2116.379, 1544.516, 2169.864]","[0.025882, 0.771275, 0.908539, 0.790767]"
546,534,39,110:3.,"[44.0, 2169.864, 1544.516, 2223.349]","[0.025882, 0.790767, 0.908539, 0.810258]"
546,534,40,"Gluttony, 6:141; 7:31.","[44.0, 2223.349, 1544.516, 2276.834]","[0.025882, 0.810258, 0.908539, 0.82975]"
546,534,41,"God, 2:255; 3:2; 24:35; 59:22-24; 112:1-3.","[44.0, 2276.834, 1544.516, 2330.319]","[0.025882, 0.82975, 0.908539, 0.849242]"
546,534,42,"Gog and Magog, 18:94; 21:96.","[44.0, 2330.319, 1544.516, 2383.804]","[0.025882, 0.849242, 0.908539, 0.868733]"
546,534,43,"Gold, 3:14, 91; 9:34; 18:31; 22:23; 35:33; 43:53, 71.","[44.0, 2383.804, 1544.516, 2437.289]","[0.025882, 0.868733, 0.908539, 0.888225]"
546,534,44,"Goliath, 2:249-251.","[44.0, 2437.289, 1544.516, 2490.774]","[0.025882, 0.888225, 0.908539, 0.907716]"
546,534,45,"Gomorrah, see Sodom.","[44.0, 2490.774, 1544.516, 2544.259]","[0.025882, 0.907716, 0.908539, 0.927208]"
547,535,1,"Gospel, 3:3, 48, 65; 5:46, 47, 66, 68, 110; 7:157; 9:111; 48:29; 57:27.","[145.0, 150.826, 1448.501, 212.988]","[0.085294, 0.055349, 0.852059, 0.078161]"
547,535,2,"Grain 2:261; 6:59, 95, 99; 21:47; 31:16; 36:33; 50:9; 55:12.","[146.0, 208.125, 1645.514, 261.898]","[0.085882, 0.076376, 0.96795, 0.096109]"
547,535,3,"Grave, 5:31; 9:84; 22:7; 35:22; 60:13; 80:21; 82:4; 100:9; 102:2.","[146.0, 261.898, 1645.514, 315.671]","[0.085882, 0.096109, 0.96795, 0.115843]"
547,535,4,"Greed, 6:152; 7:85; 11:85; 17:35; 26:181.","[146.0, 315.671, 1645.514, 369.444]","[0.085882, 0.115843, 0.96795, 0.135576]"
547,535,5,"Greeting, 4:86; 10:10; 14:23; 24:27, 61; 25:75; 33:44.","[146.0, 369.444, 1645.514, 423.217]","[0.085882, 0.135576, 0.96795, 0.155309]"
547,535,6,"Grief, 2:38,62, 112, 262, 274,277; 3:139, 153, 170, 176; 5:41,69; 6:48; 7:35; 9:40,","[146.0, 423.217, 1645.514, 476.991]","[0.085882, 0.155309, 0.96795, 0.175042]"
547,535,7,"92; 10:62,65; 12:13,84, 86; 15:88; 16:127; 19:24; 20:40; 21:103; 27:70; 28:7,","[146.0, 476.991, 1645.514, 530.764]","[0.085882, 0.175042, 0.96795, 0.194776]"
547,535,8,13; 29:33; 31:23; 33:51; 35:34; 36:76; 41:30; 43:68; 46:13; 58:10.,"[146.0, 530.764, 1645.514, 584.537]","[0.085882, 0.194776, 0.96795, 0.214509]"
547,535,9,"Guardian, 4:6; 13:11; 82:10; 83:33; 86:4.","[146.0, 584.537, 1645.514, 638.31]","[0.085882, 0.214509, 0.96795, 0.234242]"
547,535,10,"of Hell, 43:77; 66:6; 74:31; 96:18.","[150.0, 633.268, 1652.491, 686.606]","[0.088235, 0.232392, 0.972053, 0.251965]"
547,535,11,"Haamaan, 28:6, 8, 38; 29:39; 40:24, 36.","[150.0, 686.606, 1652.491, 739.944]","[0.088235, 0.251965, 0.972053, 0.271539]"
547,535,12,"Hadith, false sayings attributed to Muhammad, 6:112-116; 25:30-31.","[150.0, 739.944, 1652.491, 793.282]","[0.088235, 0.271539, 0.972053, 0.291113]"
547,535,13,"Hand, 2:79, 195, 249; 3:26; 4:43, 77; 5:6, 11,28, 33, 38, 64,94; 6:7,93; 7:108, 124,","[150.0, 793.282, 1652.491, 846.62]","[0.088235, 0.291113, 0.972053, 0.310686]"
547,535,14,"195; 8:70; 9:14, 52; 11:70; 12:31,50; 17:29; 20:22,71; 23:88; 24:24,40; 26:33.","[150.0, 846.62, 1652.491, 899.958]","[0.088235, 0.310686, 0.972053, 0.33026]"
547,535,15,"49; 27:12; 28:32; 36:35, 65, 71. 83; 38:44, 75; 39:67; 48:10, 20, 24; 57:29;","[150.0, 899.958, 1652.491, 953.296]","[0.088235, 0.33026, 0.972053, 0.349833]"
547,535,16,59:2; 60:2; 67:1; 80:15; 111:1.,"[150.0, 953.296, 1652.491, 1006.634]","[0.088235, 0.349833, 0.972053, 0.369407]"
547,535,17,"Haroot and Maroot, 2:102.","[150.0, 1006.634, 1652.491, 1059.972]","[0.088235, 0.369407, 0.972053, 0.388981]"
547,535,18,"Harvest, 6:141; 12:47.","[150.0, 1059.972, 1652.491, 1113.31]","[0.088235, 0.388981, 0.972053, 0.408554]"
547,535,19,"Hate, 35:39; 40:10.","[154.0, 1110.444, 1637.515, 1163.619]","[0.090588, 0.407503, 0.963244, 0.427016]"
547,535,20,"Healing, 10:57; 16:69; 17:82; 26:80; 41:44.","[154.0, 1163.619, 1637.515, 1216.793]","[0.090588, 0.427016, 0.963244, 0.44653]"
547,535,21,"Heart, 2:74, 97, 204, 225, 260, 283; 3:103, 126, 151, 154, 159; 6:46; 7:101, 179","[154.0, 1216.793, 1637.515, 1269.967]","[0.090588, 0.44653, 0.963244, 0.466043]"
547,535,22,"8:10-12,24, 70; 9:117; 10:74; 13:28; 15:12; 16:106; 18:28; 22:32, 46; 24:37","[154.0, 1269.967, 1637.515, 1323.142]","[0.090588, 0.466043, 0.963244, 0.485557]"
547,535,23,"26:89, 149, 200; 28:10; 30:56; 33:4, 5, 10, 32, 51,53; 37:84; 39:45; 40:18, 35","[154.0, 1323.142, 1637.515, 1376.316]","[0.090588, 0.485557, 0.963244, 0.50507]"
547,535,24,"42:24; 45:23; 47:24; 48:4, 12; 50:33, 37; 57:27; 64:11; 66:4; 79:8.","[154.0, 1376.316, 1637.515, 1429.49]","[0.090588, 0.50507, 0.963244, 0.524584]"
547,535,25,"Heaven, see Eternity.","[154.0, 1429.49, 1637.515, 1482.665]","[0.090588, 0.524584, 0.963244, 0.544097]"
547,535,26,"Hebrew, 2:104; 4:46.","[154.0, 1482.665, 1637.515, 1535.839]","[0.090588, 0.544097, 0.963244, 0.563611]"
547,535,27,"Heifer, 2:67-71 (see also Cow).","[154.0, 1535.839, 1637.515, 1589.013]","[0.090588, 0.563611, 0.963244, 0.583124]"
547,535,28,"Heir, 2:180-182, 233, 240; 4:11-12, 19, 176; 19:6; 21:89; 27:16.","[154.0, 1589.013, 1637.515, 1642.188]","[0.090588, 0.583124, 0.963244, 0.602638]"
547,535,29,Hell (see Eternity).,"[154.0, 1642.188, 1637.515, 1695.362]","[0.090588, 0.602638, 0.963244, 0.622151]"
547,535,30,"Hoarding, 9:34, 35; 104:2.","[154.0, 1695.362, 1637.515, 1748.536]","[0.090588, 0.622151, 0.963244, 0.641665]"
547,535,31,"Holy, 5:21; 20:12; 59:23; 62:1; 79:16.","[154.0, 1748.536, 1637.515, 1801.711]","[0.090588, 0.641665, 0.963244, 0.661178]"
547,535,32,Honesty (see Cheat).,"[154.0, 1801.711, 1637.515, 1854.885]","[0.090588, 0.661178, 0.963244, 0.680692]"
547,535,33,"Honey, 16:69; 47:15.","[155.0, 1845.812, 1650.504, 1899.862]","[0.091176, 0.677362, 0.970885, 0.697197]"
547,535,34,Honor (see Dignity).,"[155.0, 1899.862, 1650.504, 1953.912]","[0.091176, 0.697197, 0.970885, 0.717032]"
547,535,35,"Hood, the prophet, 7:65-72; 11:50-60; 26:123-140; 46:21-26.","[155.0, 1953.912, 1650.504, 2007.962]","[0.091176, 0.717032, 0.970885, 0.736867]"
547,535,36,"Horn, 6:73; 18:83-95,99; 20:102; 23:101; 27:87; 36:51; 39:68; 50:20; 69:13; 78:18.","[155.0, 2007.962, 1650.504, 2062.011]","[0.091176, 0.736867, 0.970885, 0.756701]"
547,535,37,"Horse, 3:14; 8:60; 16:8; 59:6; 17:64.","[155.0, 2062.011, 1650.504, 2116.061]","[0.091176, 0.756701, 0.970885, 0.776536]"
547,535,38,"Hour, 6:31, 40; 7:34, 187; 10:45, 49; 12:107; 15:85; 16:61, 77; 18:21, 36; 19:75;","[155.0, 2116.061, 1650.504, 2170.111]","[0.091176, 0.776536, 0.970885, 0.796371]"
547,535,39,"20:15; 21:49; 22:1, 7, 55; 25:11; 30:12, 14, 55; 31:34; 33:63; 34:3„ 30; 40:46,","[155.0, 2170.111, 1650.504, 2224.161]","[0.091176, 0.796371, 0.970885, 0.816206]"
547,535,40,"59; 41:50; 42:17, 18; 43:61,66, 85; 45:27, 32; 46:35; 47:18; 54:1,46; 79:42.","[155.0, 2224.161, 1650.504, 2278.21]","[0.091176, 0.816206, 0.970885, 0.836041]"
547,535,41,"Hunain, battle of, 9:25-27.","[155.0, 2278.21, 1650.504, 2332.26]","[0.091176, 0.836041, 0.970885, 0.855875]"
547,535,42,"Hunger, 2:155; 16:112; 20:118; 88:7; 106:4.","[155.0, 2332.26, 1650.504, 2386.31]","[0.091176, 0.855875, 0.970885, 0.87571]"
547,535,43,"Hunt, 5:1, 2, 94, 95, 96.","[155.0, 2381.268, 1517.49, 2435.949]","[0.091176, 0.87386, 0.892641, 0.893926]"
547,535,44,"Hurricane, 13:31; 17:68; 29:40; 54:34; 67:17; 69:7.","[155.0, 2435.949, 1517.49, 2490.629]","[0.091176, 0.893926, 0.892641, 0.913992]"
547,535,45,"Husband, 2:102, 230, 232; 4:12, 20; 9:24; 13:23; 16:72; 24:6; 33:4; 40:8.","[155.0, 2490.629, 1517.49, 2545.31]","[0.091176, 0.913992, 0.892641, 0.934059]"
548,536,1,"Hygiene, 4:43: 5:6","[38.0, 155.268, 1539.516, 208.679]","[0.022353, 0.056461, 0.905598, 0.075883]"
548,536,2,"Hypocrites, 2:8-20; 3:167; 4:61, 88, 138, 140, 142, 145; 8:49; 9:64,67,68, 73, 77,","[38.0, 208.679, 1539.516, 262.089]","[0.022353, 0.075883, 0.905598, 0.095305]"
548,536,3,"98; 29:11; 33:1, 12, 24, 48, 60, 73; 48:6; 57:13; 59:11; 63:1. 7, 8; 66:9.","[38.0, 262.089, 1539.516, 315.5]","[0.022353, 0.095305, 0.905598, 0.114727]"
548,536,4,Iblees (see Satan).,"[38.0, 315.5, 1539.516, 368.911]","[0.022353, 0.114727, 0.905598, 0.134149]"
548,536,5,"Idolatry, 3:64, 151, 186; 4:36,48, 116; 5:72,82; 6:22-25, 88, 107, 148, 151; 7:173;","[38.0, 368.911, 1539.516, 422.321]","[0.022353, 0.134149, 0.905598, 0.153571]"
