Video Title,Link,Start Time,End Time,Text,Speaker,SplitFromRow,VerseRefs,VerseLang
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:30.921,00:24:33.957,"Dr. Khalifa: Yes, of course. Yeah. It's a choice that they're making. Yes.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:35.496,00:24:43.487,"A man: If so, why some are making, some are not (unintelligible)? Is there anything with God, or genetically or naturally (unintelligible)",A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:43.487,00:24:46.574,A man: Is there any second power behind their mind?,A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:46.574,00:24:51.045,"It's a conclusion that they reach on their own. I mean, this is a decision they make.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:52.128,00:24:57.956,"We, we study our surroundings, and we look at the universe around us, then we decide to believe",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:24:57.956,00:25:01.261,"in God, or disbelieve in God, or go along with the crowd, wherever we are.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:01.748,00:25:04.707,"So, these are the three kinds of people:",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:04.707,00:25:07.156,"Dr. Khalifa: believers, disbelievers, and hypocrites.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:07.427,00:25:14.304,A man: The reason I'm asking like that (unintelligible),A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:14.304,00:25:21.904,A man: Mujahidan Al-Munafiqin (مجاهدین المنافقین) (unintelligible),A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:21.904,00:25:23.672,"Dr. Khalifa: Yeah, they're called Mujahedin Khalq (مجاهدین خلق)?",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:23.672,00:25:28.462,"A man: Yeah, those are the people, they're confused. They say they are Mujahed (مجاهد).",A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:28.462,00:25:36.743,(unintelligible),A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:36.743,00:25:40.000,he needs to return that to the time of Muhammad,A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:40.000,00:25:48.660,(unintelligible),A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:48.660,00:25:57.038,A man: What are the definition of a person (unintelligible) Mujahed and Munafiq?,A man,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:25:57.306,00:26:03.781,Dr. Khalifa: Ok. The definition of a hypocrite is one who says that he's a believer when in his or her heart are not believers.,Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:05.033,00:26:11.508,"They say they are believers, and usually they don't know that they are not believers.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:13.825,00:26:17.834,"So, God gives us criteria in the Quran. For example,",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:19.783,00:26:24.375,"I know now for a fact that they are forbidden by God from saying ""La Elaha Ella Allah""",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:26.000,00:26:27.782,"without saying ""Muhammad Rasulallah.""",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:29.350,00:26:31.426,"I mean, I did my own experiments.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:32.217,00:26:38.504,"I used my education to run some experiments, and I find it true.",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:38.941,00:26:45.963,"I mean, there is, the last time I challenged the person, I said ""you are forbidden by God from saying La Elaha Ella Allah.""",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:47.188,00:26:50.686,"And he could not say ""La Elaha Ella Allah"" without saying ""Muhammad Rasulallah.""",Dr. Khalifa,,,
06 Quran Study From Azhar 6 Sura 59 By Donna PRA Invisible Giants Hypocrites 03 10 1989,https://www.youtube.com/watch?v=GnBtwwvgjPk,00:26:50.686,00:26:52.794,He was unable to say it.,Dr. Khalifa,,,
